177,33,42,51,135,1
30,16,8,15,52,1
659,295,351,411,785,1
12699,3822,2983,2265,4047,1
1138,431,522,657,1799,1
75935,14781,10438,7103,10993,1
3,5,3,9,22,1
60658,18530,14761,11803,18695,1
2338,618,624,763,1339,1
49550,6778,4174,2872,3612,1
472,220,201,289,575,1
164,22,23,27,60,1
81182,13060,9414,5210,9368,1
180,54,51,37,69,1
23495,5323,3829,2788,4301,1
575,138,175,169,344,1
525,145,151,146,379,1
10349,3339,2595,2174,3880,1
1269,436,388,357,767,1
72537,21136,17552,17920,29890,1
824,355,356,422,973,1
3052,776,505,460,794,1
34083,11131,9552,7642,15402,1
3561,877,751,694,1085,1
25321,6212,5028,4889,8321,1
60,11,23,20,37,1
16377,5606,4212,3545,6297,1
449231,112248,63705,37084,43219,1
152,53,70,79,209,1
254524,42849,23991,15723,19591,1
284,48,51,58,102,1
2612,639,618,595,1001,1
85,17,26,22,72,1
91,34,24,35,107,1
306,132,97,132,246,1
40450,8488,5889,4182,7060,1
0,0,1,0,0,1
7061,2578,2360,2336,3971,1
0,0,0,0,0,1
2641,526,390,291,493,1
972,298,335,393,1009,1
0,0,0,1,1,1
531,233,185,241,400,1
37,15,4,8,46,1
161,50,29,27,69,1
136,26,21,24,67,1
60828,10450,5806,4161,4686,1
13714,3422,2551,1879,3387,1
10715,2734,2188,1643,2325,1
40692,13483,11376,7554,10580,1
206,62,62,80,194,1
102,27,41,31,99,1
997,337,294,322,625,1
235,115,135,142,358,1
237,126,161,149,364,1
345,123,109,101,194,1
1,0,3,3,17,1
3411,1342,1180,1079,1775,1
1593,566,460,358,463,1
1821,530,382,340,624,1
108518,17744,4947,2292,4145,1
47080,14665,10635,7662,11983,1
0,0,0,0,0,1
0,0,0,0,0,1
35,6,21,10,20,1
42979,10992,6615,4526,6364,1
8253,2601,1715,1165,1490,1
67,27,52,81,198,1
2,3,2,7,17,1
2740,627,712,764,1596,1
619,171,213,228,535,1
20746,1380,1203,876,1592,1
26,18,13,26,55,1
497,113,106,89,139,1
0,0,0,0,0,1
11,2,2,7,13,1
683,158,166,194,466,1
4864,1267,1261,1266,2638,1
75,16,20,25,49,1
6127,2268,1333,860,1109,1
4903,1784,1764,1304,2268,1
12699,3822,2983,2265,4047,1
1798,609,412,339,729,1
15088,3686,1869,1357,1456,1
40,21,21,19,48,1
178,79,59,31,42,1
17263,5264,3164,2099,3111,1
66,32,24,19,96,1
2,9,9,12,37,1
7151,2257,1879,1636,2511,1
284,48,51,58,102,1
8,5,8,3,9,1
0,0,1,0,0,1
205,31,36,39,57,1
954,299,265,251,391,1
6839,1483,1325,879,1519,1
24,9,11,21,26,1
1771,465,407,350,547,1
78,13,15,18,54,1
586,253,237,182,283,1
1686,500,401,328,592,1
156470,41867,44322,41393,87910,1
11,0,2,3,11,1
19,8,5,8,13,1
257,68,54,67,110,1
23,3,3,1,9,1
0,0,0,0,0,1
480,122,107,107,188,1
355,105,85,113,199,1
443,123,117,159,225,1
484,142,142,135,252,1
390,77,85,74,142,1
218,26,25,33,76,1
1053,291,186,136,232,1
68,25,28,23,39,1
